n_samples,mse,rmse,mae,r2,pearson_r
50,0.3723785943669298,0.610228313311444,0.48387508167983057,0.3334895027098218,0.5782461689243886
55,0.3873654893823021,0.6223869289937748,0.4943666174141243,0.30666485972379487,0.5553982966860717
60,0.3763909561892784,0.6135070954677528,0.4863958586164972,0.3263078834814982,0.5734956184900234
65,0.3753883441497699,0.6126894353175758,0.4803082557452542,0.3281024319844217,0.5751001689792863
70,0.38850114590404744,0.623298600916164,0.49158265272706214,0.3046321784566395,0.5584270529691528
75,0.3762753537906921,0.6134128738384059,0.48398975834621455,0.3265147971262009,0.5745192855263808
80,0.36859062720677693,0.6071166504114155,0.47396399944988704,0.3402694839273904,0.5837107688647601
85,0.3543365719156168,0.5952617675574476,0.4719731552951977,0.36578243667018795,0.606946101285905
90,0.3725875108096545,0.6103994682252389,0.48120070724175146,0.33311556875056936,0.5909324267264272
95,0.36707426932116644,0.6058665441507448,0.4774328262571186,0.3429835723946031,0.6038941847747846
100,0.36560426540679364,0.604652185480871,0.4726900744661017,0.34561469312712745,0.6006350342666641
105,0.37277327933616466,0.6105516188957038,0.48164033027316383,0.33278306662811075,0.6057840861407281
110,0.3636758830941489,0.6030554560686346,0.4754157250822034,0.3490662531083114,0.6168552997790833
115,0.34884342671102764,0.59062968661508,0.4651017265661017,0.37561447051257957,0.6358627632358285
120,0.3411128184600024,0.5840486439159006,0.4602211297406779,0.3894512796839178,0.6365663901913539
125,0.34457188692388935,0.5870024590441588,0.46298124381632766,0.38325998545567264,0.6347950469918309
130,0.34798335244457546,0.5899011378566543,0.4644077750964406,0.3771538944636639,0.6307346706839858
135,0.346934746387691,0.5890116691439067,0.457342481998305,0.3790307664294752,0.6258406569921582
140,0.3469043922808128,0.5889859015976637,0.4561564690275706,0.3790850964344117,0.6250785689548597
145,0.3567171670464663,0.597258040587539,0.46510734038079093,0.36152147304738214,0.6159270058160045
150,0.3400671482186573,0.5831527657643898,0.45540834429480226,0.391322896911931,0.6354608658617201
155,0.3415119684760031,0.584390253577182,0.4555259953854237,0.3887368517342923,0.6301653791065479
160,0.33944966783907726,0.582623092435476,0.45194528607655365,0.392428108546237,0.6306407317823175
165,0.3333480170092201,0.5773629854859247,0.45223319338858753,0.40334929034996814,0.6384505311505458
170,0.3543110101664507,0.5952402961547972,0.4611340562003955,0.365828188962092,0.6174420697113578
175,0.3477512135717055,0.5897043442028433,0.4601677824062712,0.37756939363020414,0.6252876048432453
180,0.3334214536319093,0.5774265785638113,0.4483965783265537,0.4032178481010089,0.6435931424626921
185,0.3321708519964862,0.5763426515506953,0.4479120069489266,0.4054562665561696,0.6427105972749116
190,0.3347475077430348,0.5785736839357929,0.44769213985604517,0.4008443792754376,0.6403190360999823
195,0.3314613266898039,0.5757267812858838,0.45054143132898306,0.4067262269463493,0.6465924564518115
200,0.3369003999452361,0.580431218961589,0.45562944636497166,0.3969909750411238,0.6411140347684378
205,0.33213196032593156,0.5763089105036738,0.4563315653428248,0.4055258777182341,0.646660252387513
210,0.3276063281806662,0.5723690489366683,0.4515031792484745,0.4136261857846021,0.6510166680930758
215,0.3385428434470808,0.5818443464081101,0.4617862561970621,0.39405120929801873,0.636613989595531
220,0.3279496864337164,0.5726689151977051,0.45374204445870053,0.4130116180209038,0.6486602351875626
225,0.33554011382958493,0.5792582445072189,0.4597860098107345,0.3994257148170256,0.6357872141051505
230,0.3418624174770391,0.5846900182806605,0.4667723051013559,0.38810959243021637,0.6271421123685913
235,0.33963098170205297,0.5827786729986376,0.46292161864056497,0.39210357970702425,0.6301791777729291
240,0.33937386393854324,0.5825580348244656,0.46144302374141244,0.3925637879225645,0.6290596817224344
245,0.33180581240883605,0.5760258782457921,0.4638681066158192,0.40610964116141224,0.6387154661544269
250,0.33680483607713846,0.5803488916825279,0.46401913850751414,0.39716202225547037,0.6306350548658392
255,0.33466727729411316,0.5785043450952752,0.4597684759651412,0.40098798161246096,0.6339733420643578
260,0.33081388550456253,0.5751642248128465,0.4520529674938983,0.4078850646262513,0.6387003778775127
265,0.3223947079454449,0.5677981225272278,0.44853984225768356,0.4229543256057706,0.6503653455059153
270,0.33222117125636674,0.5763863038417609,0.4527450618043502,0.4053662014572794,0.636855110223588
275,0.3294134285577761,0.5739454926713652,0.450059146830452,0.4103917050995658,0.6408341550576111
280,0.3254844966455062,0.5705124859681041,0.4500260628290395,0.41742399536082053,0.6463633629517648
285,0.33078499433480524,0.575139108681374,0.45631810361327674,0.40793677615912016,0.639444862747239
290,0.33449482976727074,0.5783552798818998,0.4573733337785876,0.4012966408335089,0.6343241232242534
295,0.3339059093303639,0.5778459217908904,0.45571246595666665,0.40235073378945463,0.6349381690872914
300,0.3438697097683732,0.5864040499249414,0.465739013702373,0.384516793586399,0.6207457529304286
305,0.3352265637986762,0.5789875333706903,0.45991764873790963,0.39998692964029336,0.6326605564161443
310,0.3301581553392497,0.5745939047181493,0.45741345101112996,0.4090587385301283,0.6396386494903947
315,0.33962141451237554,0.5827704646877495,0.4644562575871186,0.39212070376422303,0.6265859526357014
320,0.33831243107952025,0.5816463109824734,0.4659741107091525,0.3944636182388326,0.628520873289453
325,0.33511627935668076,0.5788922864891886,0.46241184758271187,0.40018432481657285,0.6330168892567772
330,0.33188684690408127,0.5760962132353252,0.4563515293778531,0.40596459968335585,0.6374614628606011
335,0.3325846347891758,0.5767015127335594,0.4516561849774011,0.40471564779048963,0.6361766170614397
340,0.32871350519537434,0.5733354211937148,0.456094111928531,0.41164447922621106,0.6419174345785146
345,0.3217814886000086,0.5672578678167528,0.4489132426971186,0.4240519105289039,0.6517416174257262
350,0.32034203409041184,0.5659876624895739,0.447599927448757,0.4266283516980022,0.6536926908168972
355,0.3141657911144432,0.5605049429884122,0.44609250381830506,0.4376830439911944,0.6625137365165241
360,0.31824242962164295,0.5641297985584904,0.4507191006131074,0.43038637764192345,0.6568728078795226
365,0.3209766063793868,0.5665479735903984,0.4520441082481921,0.4254925477117115,0.6530429067690705
370,0.3215801627076185,0.5670803846965776,0.4530645110827683,0.4244122583649078,0.6529142784310584
375,0.3235151709716309,0.5687839405008117,0.45480699815548026,0.42094883877039513,0.6499069972771044
380,0.32310948487508473,0.5684272027930092,0.4539184637761582,0.42167496547596584,0.650214350949444
385,0.3147436403205517,0.5610201781759295,0.45295062153271193,0.43664876713546674,0.6629668888197843
390,0.3133104630599377,0.5597414251776777,0.4501924083620339,0.43921397282431884,0.666038529483149
395,0.3231963938644667,0.568503644548095,0.45977294197016944,0.42151940939780175,0.6525177310963867
400,0.31701849307013774,0.563043953053523,0.45676898039372876,0.4325770689757854,0.6618117962134623
405,0.3172877158525466,0.563282980261739,0.4574707464055367,0.43209519431032506,0.6603611896557032
410,0.31331143871196154,0.559742296697294,0.4514224724606779,0.4392122265308277,0.664393700015337
415,0.3072656841943404,0.5543155096101321,0.44648606301717514,0.45003336101865865,0.6725173067787021
420,0.30470671954619777,0.5520024633515668,0.44115687344813564,0.45461358347500347,0.676887697174201
425,0.30596858792320486,0.553144274058048,0.4417278544201695,0.4523549989800929,0.6749680767301224
430,0.3142087571122766,0.560543269616429,0.4502879699927118,0.43760614029958667,0.6644611307809631
435,0.30970026672980644,0.5565072027654328,0.4471239798800565,0.4456757667827007,0.6703378283668399
440,0.3171639374626825,0.5631730972469144,0.4540435349271751,0.4323167419433793,0.6593086054984149
445,0.31786342887847197,0.5637937822275729,0.45284895024508465,0.4310647409464353,0.6591587432536703
450,0.31735411717439416,0.5633419185311831,0.449413135508983,0.4319763443583815,0.6597442957043731
455,0.3124666767860481,0.5589871883916913,0.4495429840455367,0.44072424333267846,0.6667817675482194
460,0.31171391426502976,0.5583134552068665,0.4456855500562712,0.442071592857638,0.6676879466385315
465,0.3103912902038945,0.5571277144460636,0.44729034617338975,0.44443892232837157,0.6686772276539688
470,0.31093110153244,0.5576119632257185,0.4475212967764971,0.4434727284534433,0.6682946852222574
475,0.31907231212588744,0.5648648618261606,0.45364354822096037,0.42890099311938723,0.6575657474001151
480,0.3141904862516074,0.5605269719216083,0.4524312221887006,0.43763884282495935,0.6643588314287451
485,0.3195398542094556,0.5652785633733651,0.4537646850545197,0.4280641520352404,0.6565770219139567
490,0.3147884359093361,0.5610601000867341,0.4530633650492091,0.4365685887078966,0.6629037775411386
495,0.3205791735949507,0.5661971154950816,0.45405887329870054,0.4262039020344386,0.6548217823546975
500,0.3120093224569218,0.5585779466260029,0.44426503566485875,0.44154284962733403,0.6662446282419402
505,0.30642591464620883,0.5535575079846798,0.44252152438536724,0.451536442096898,0.6743010263827715
510,0.3080279984630735,0.5550027013115103,0.4450341838413559,0.44866891507565676,0.6719540128804755
515,0.3024777502872035,0.549979772616415,0.4452573636052542,0.45860315600073487,0.6819276245713368
520,0.30266447179632744,0.5501494994965709,0.44386362868129936,0.4582689481601565,0.6813606588612015
525,0.30816071609506873,0.5551222532875697,0.44367127295937847,0.44843136733194,0.6722517927771835
530,0.31367333496186867,0.5600654738170071,0.4489035991896609,0.4385644781018313,0.6652636873688529
535,0.30484895403760964,0.5521312833354126,0.4448851885412993,0.4543590017588769,0.6786356181908618
540,0.31395033768345404,0.5603127141904367,0.44780908017830506,0.4380686783310941,0.6667469565661533
545,0.3057823474096935,0.5529759012919944,0.4431903361685875,0.45268834589947493,0.677541974298932
550,0.312603067309946,0.5591091729796123,0.44600428808937853,0.440480121577873,0.6681238858329379
555,0.3175671629671275,0.5635309778238704,0.4505647524701695,0.4315950193858714,0.6629746444254945
560,0.32043967083654545,0.5660739093409495,0.45164704845672315,0.4264535942946398,0.6589178472475868
565,0.3198310593946792,0.5655360814260034,0.45287786689418075,0.4275429316542815,0.6622258339803078
570,0.3278033414663183,0.5725411264409905,0.4596094025217514,0.41327355696817936,0.6486929973718294
575,0.32235245593903195,0.5677609144164751,0.45535645843700556,0.4230299513432104,0.6556060538952727
580,0.31877161430852646,0.5645986311606914,0.45471908228999997,0.42943920410899594,0.6603617526305994
585,0.31974516892974164,0.5654601391165797,0.449856206540339,0.42769666470275425,0.6582442709748174
590,0.3266318285037175,0.5715171287929326,0.45503028708152543,0.4153704167208523,0.6487008715738699
595,0.3298358554027701,0.5743133773496575,0.457375201787514,0.4096356145756078,0.6445498911597934
600,0.3235463828665142,0.5688113772301977,0.4524216643954801,0.42089297343362564,0.6533871657020857
605,0.32582090416230747,0.5708072390591306,0.45259232256129933,0.41682186853423275,0.6496130618909276
610,0.32670691048731354,0.5715828115744153,0.45649622397949147,0.41523602948436467,0.6491532629266675
615,0.32066950943645806,0.5662768840739114,0.4528148832905084,0.4260422123252098,0.6568463932712756
620,0.31627565919124134,0.5623839073010903,0.442793709660113,0.4339066474894724,0.6628230450807823
625,0.3197019840895828,0.5654219522529902,0.4469647521503389,0.4277739600943935,0.6576289716907492
630,0.3161205018661501,0.5622459442860839,0.4450397615250282,0.43418435944034484,0.6625164488108136
635,0.3205380447166678,0.566160794047652,0.44427335888169484,0.4262775175148449,0.655918384426084
640,0.31937616388319456,0.5651337575151519,0.45037799655553673,0.4283571369769321,0.6581597939882797
645,0.3108899876239956,0.5575750959503084,0.4435031486369491,0.4435463171397356,0.6693381405885002
650,0.30491524102830403,0.5521913083599778,0.43877767181638416,0.45424035644520977,0.6763944685700688
655,0.3060043125051149,0.5531765653976268,0.43849076255999997,0.45229105650537893,0.6742777460761403
660,0.3031671683717165,0.5506061826493747,0.43516358886672313,0.4573691849903153,0.6778307576689376
665,0.3022490065937935,0.5497717768254328,0.43098887847841816,0.4590125782262683,0.6789040262092212
670,0.30822221329628663,0.5551776412071064,0.4355755180844632,0.44832129513448893,0.6710084899941554
675,0.30177864969605206,0.5493438355857395,0.4278008149990396,0.459854457471101,0.6797873087751565
680,0.301520231902606,0.5491085793380085,0.43103362339175133,0.46031699257549163,0.6806693786606174
685,0.30273744806718916,0.5502158195355611,0.4329472755281921,0.45813832988263414,0.6786730349990517
690,0.2996715471401216,0.547422640324751,0.42759677119214695,0.46362590404090775,0.6830570472032923
695,0.3087348843020874,0.5556391673578163,0.4329823398682486,0.4474036789981387,0.6706502193372618
700,0.30112760239728326,0.5487509475137908,0.4278121286167368,0.461019749637262,0.6810803238113304
705,0.2950355013767394,0.543171705243139,0.4233161215848649,0.4719238384924438,0.6893020062754396
